Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,LineAmount,Year
580279,23029,DRAWER KNOB CRACKLE GLAZE GREEN,12,2011-12-02 13:12:00,1.65,15123.0,United Kingdom,19.799999999999997,2011
506709,21755,LOVE BUILDING BLOCK WORD,1,2010-05-02 15:10:00,5.95,15426.0,United Kingdom,5.95,2010
528082,21836,GINGHAM OVEN GLOVE RED HEART ,1,2010-10-20 12:53:00,3.75,16521.0,United Kingdom,3.75,2010
570196,22835,HOT WATER BOTTLE I AM SO POORLY,12,2011-10-07 15:40:00,4.95,18136.0,United Kingdom,59.400000000000006,2011
528952,22734,SET OF 6 RIBBONS VINTAGE CHRISTMAS,1,2010-10-25 16:57:00,5.06,,United Kingdom,5.06,2010
536223,22489,PACK OF 12 TRADITIONAL CRAYONS,24,2010-11-30 13:55:00,0.42,13650.0,United Kingdom,10.08,2010
558904,21128,GOLD FISHING GNOME,1,2011-07-04 16:18:00,12.46,,United Kingdom,12.46,2011
531971,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2010-11-10 12:24:00,2.1,13464.0,United Kingdom,12.600000000000001,2010
581469,22543,MINI JIGSAW BAKE A CAKE ,1,2011-12-08 19:28:00,0.19,14606.0,United Kingdom,0.19,2011
526151,22951,60 CAKE CASES DOLLY GIRL DESIGN,1,2010-10-08 15:19:00,1.28,,United Kingdom,1.28,2010
555567,21218,RED SPOTTY BISCUIT TIN,1,2011-06-05 15:25:00,3.75,17050.0,United Kingdom,3.75,2011
544790,21982,PACK OF 12 SUKI TISSUES ,12,2011-02-23 12:27:00,0.29,16940.0,United Kingdom,3.4799999999999995,2011
494214,22242,"HOOK, 5 HANGER , MAGIC TOADSTOOL",24,2010-01-12 11:45:00,1.65,12623.0,Germany,39.599999999999994,2010
571286,23323,WHITE WICKER STAR ,2,2011-10-16 14:35:00,2.1,14547.0,United Kingdom,4.2,2011
558877,22968,ROSE COTTAGE KEEPSAKE BOX ,1,2011-07-04 13:50:00,9.95,17841.0,United Kingdom,9.95,2011
576213,85111,SILVER GLITTER FLOWER VOTIVE HOLDER,6,2011-11-14 12:47:00,0.29,18117.0,United Kingdom,1.7399999999999998,2011
580434,82482,WOODEN PICTURE FRAME WHITE FINISH,3,2011-12-04 12:17:00,2.95,17114.0,United Kingdom,8.850000000000001,2011
559929,22709,WRAP WEDDING DAY,25,2011-07-14 09:10:00,0.42,14265.0,Unspecified,10.5,2011
492269,79323W, WHITE CHERRY LIGHTS,24,2009-12-16 11:23:00,5.45,17677.0,United Kingdom,130.8,2009
536363,22754,SMALL RED BABUSHKA NOTEBOOK ,24,2010-11-30 19:27:00,0.85,13093.0,United Kingdom,20.4,2010
581114,22835,HOT WATER BOTTLE I AM SO POORLY,2,2011-12-07 12:19:00,4.95,14527.0,United Kingdom,9.9,2011
490924,21827,EIGHT PIECE CREEPY CRAWLIE SET,1,2009-12-08 13:27:00,1.25,17978.0,United Kingdom,1.25,2009
531236,22620,4 TRADITIONAL SPINNING TOPS,12,2010-11-07 10:15:00,1.25,15560.0,United Kingdom,15.0,2010
513617,79029,GLASS HONEYPOT WASP CATCHER,10,2010-06-27 12:32:00,1.95,16950.0,United Kingdom,19.5,2010
566163,20682,RED RETROSPOT CHILDRENS UMBRELLA,12,2011-09-09 11:48:00,3.25,12637.0,France,39.0,2011
538841,22197,SMALL POPCORN HOLDER,20,2010-12-14 13:11:00,0.85,16899.0,United Kingdom,17.0,2010
511960,21541,DINOSAURS WATER TRANSFER TATTOOS ,2,2010-06-11 13:23:00,0.85,14727.0,United Kingdom,1.7,2010
541516,84912B,GREEN ROSE WASHBAG,1,2011-01-18 17:34:00,3.29,,United Kingdom,3.29,2011
572066,23318,BOX OF 6 MINI VINTAGE CRACKERS,12,2011-10-20 13:07:00,2.49,15159.0,United Kingdom,29.880000000000003,2011
531945,22804,CANDLEHOLDER PINK HANGING HEART,12,2010-11-10 12:16:00,2.95,12997.0,United Kingdom,35.400000000000006,2010
525088,21527,RED RETROSPOT TRADITIONAL TEAPOT ,1,2010-10-03 16:04:00,7.95,17366.0,United Kingdom,7.95,2010
535662,20802,SMALL GLASS SUNDAE DISH CLEAR,8,2010-11-28 11:37:00,1.65,16782.0,United Kingdom,13.2,2010
528657,22308,TEA COSY BLUE STRIPE,2,2010-10-24 12:44:00,2.55,14277.0,France,5.1,2010
547789,23006,TRAVEL CARD WALLET FLOWER MEADOW,24,2011-03-25 12:04:00,0.42,14911.0,EIRE,10.08,2011
524624,22835,HOT WATER BOTTLE I AM SO POORLY,8,2010-09-30 10:49:00,4.65,17340.0,United Kingdom,37.2,2010
538635,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,2,2010-12-13 13:32:00,1.95,17303.0,United Kingdom,3.9,2010
556527,23193,BUFFALO BILL TREASURE BOOK BOX,1,2011-06-13 11:33:00,2.25,16205.0,United Kingdom,2.25,2011
490823,20903,VINTAGE KEEPSAKE BOX TRAVELOGUE,24,2009-12-08 12:34:00,1.95,14841.0,United Kingdom,46.8,2009
551339,21627,ELEPHANT CARNIVAL POUFFE,1,2011-04-27 17:18:00,29.17,,United Kingdom,29.17,2011
551389,21086,SET/6 RED SPOTTY PAPER CUPS,48,2011-04-28 11:45:00,0.65,12437.0,France,31.200000000000003,2011
497844,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,2,2010-02-12 15:51:00,6.35,17258.0,United Kingdom,12.7,2010
575520,82616B,FRAPPUCINO SCARF KNITTING KIT,12,2011-11-10 10:56:00,1.25,17537.0,United Kingdom,15.0,2011
520685,22664,TOY TIDY DOLLY GIRL DESIGN,1,2010-08-27 15:49:00,4.21,,United Kingdom,4.21,2010
510188,22090,PAPER BUNTING RETRO SPOTS,2,2010-05-27 16:54:00,2.95,12854.0,United Kingdom,5.9,2010
499308,21361,LOVE LARGE WOOD LETTERS ,2,2010-02-26 10:11:00,12.75,14329.0,United Kingdom,25.5,2010
531489,21648,ASSORTED TUTTI FRUTTI SMALL PURSE,3,2010-11-08 15:02:00,2.51,,United Kingdom,7.529999999999999,2010
510424,85152,HAND OVER THE CHOCOLATE   SIGN ,1,2010-05-30 12:30:00,2.1,17085.0,United Kingdom,2.1,2010
504121,22550,HOLIDAY FUN LUDO,2,2010-04-11 10:16:00,3.75,16104.0,United Kingdom,7.5,2010
580639,37413,ICON MUG REVOLUTIONARY,1,2011-12-05 12:46:00,0.39,17254.0,United Kingdom,0.39,2011
553200,22465,HANGING METAL STAR LANTERN,6,2011-05-15 15:14:00,1.65,16034.0,United Kingdom,9.899999999999999,2011
580676,35961,FOLKART ZINC HEART CHRISTMAS DEC,3,2011-12-05 14:39:00,0.85,17817.0,United Kingdom,2.55,2011
577358,21494,ROTATING LEAVES T-LIGHT HOLDER,5,2011-11-18 15:59:00,2.46,,United Kingdom,12.3,2011
526642,35599D,PINK AND WHITE CHRISTMAS TREE 120CM,12,2010-10-12 13:26:00,2.95,12647.0,Germany,35.400000000000006,2010
550328,22055,MINI CAKE STAND  HANGING STRAWBERY,1,2011-04-17 13:18:00,1.65,17582.0,United Kingdom,1.65,2011
536162,22582,PACK OF 6 SWEETIE GIFT BOXES,11,2010-11-30 12:07:00,2.1,15939.0,United Kingdom,23.1,2010
530953,22840,ROUND CAKE TIN VINTAGE RED,1,2010-11-04 18:42:00,7.95,18168.0,United Kingdom,7.95,2010
535425,84375,SET OF 20 KIDS COOKIE CUTTERS,1,2010-11-26 12:00:00,2.1,17796.0,United Kingdom,2.1,2010
503589,84821,DANISH ROSE DELUXE COASTER,4,2010-04-01 18:23:00,0.85,14710.0,United Kingdom,3.4,2010
527142,22745,POPPY'S PLAYHOUSE BEDROOM ,12,2010-10-15 10:18:00,2.1,13722.0,United Kingdom,25.200000000000003,2010
515619,22454,MEASURING TAPE RUSSIAN DOLL RED,6,2010-07-14 09:22:00,2.95,14911.0,EIRE,17.700000000000003,2010
495352,22354,RETRO SPOT PADDED SEAT CUSHION,4,2010-01-24 11:15:00,3.75,17335.0,United Kingdom,15.0,2010
577485,23192,BUNDLE OF 3 ALPHABET EXERCISE BOOKS,2,2011-11-20 11:56:00,1.65,16360.0,United Kingdom,3.3,2011
514728,21668,RED STRIPE CERAMIC DRAWER KNOB,2,2010-07-06 09:51:00,2.51,,United Kingdom,5.02,2010
521949,72818,CHRISTMAS DECOUPAGE CANDLE,12,2010-09-09 17:16:00,0.85,15150.0,United Kingdom,10.2,2010
581224,51014A,"FEATHER PEN,HOT PINK",24,2011-12-08 09:47:00,0.39,17631.0,United Kingdom,9.36,2011
527968,22625,RED KITCHEN SCALES,2,2010-10-20 09:59:00,8.5,16133.0,United Kingdom,17.0,2010
524698,21066,VINTAGE RED MUG,4,2010-09-30 12:12:00,2.51,,United Kingdom,10.04,2010
494233,22212,FOUR HOOK  WHITE LOVEBIRDS,12,2010-01-12 14:33:00,2.1,15093.0,United Kingdom,25.200000000000003,2010
493073,21833,CAMOUFLAGE LED TORCH,1,2009-12-22 09:41:00,3.43,,United Kingdom,3.43,2009
527890,22746,POPPY'S PLAYHOUSE LIVINGROOM ,4,2010-10-19 12:15:00,2.1,17365.0,United Kingdom,8.4,2010
577768,90192,JADE DROP EARRINGS W FILIGREE,1,2011-11-21 15:18:00,4.98,,United Kingdom,4.98,2011
566591,17084P,DRAGONS BLOOD INCENSE,25,2011-09-13 14:53:00,0.21,16036.0,United Kingdom,5.25,2011
569137,22469,HEART OF WICKER SMALL,2,2011-09-30 14:45:00,4.13,,United Kingdom,8.26,2011
562596,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,2011-08-08 09:22:00,1.65,16145.0,United Kingdom,16.5,2011
572082,22950,36 DOILIES VINTAGE CHRISTMAS,12,2011-10-20 14:18:00,1.45,17672.0,United Kingdom,17.4,2011
498934,21094,SET/6 RED SPOTTY PAPER PLATES,2,2010-02-24 10:42:00,1.66,,United Kingdom,3.32,2010
496651,22220,CAKE STAND LOVEBIRD 2 TIER WHITE,1,2010-02-03 12:21:00,9.95,13553.0,United Kingdom,9.95,2010
511057,21080,SET/20 RED SPOTTY PAPER NAPKINS ,12,2010-06-06 12:24:00,0.85,15796.0,United Kingdom,10.2,2010
561906,22367,CHILDRENS APRON SPACEBOY DESIGN,8,2011-08-01 10:03:00,1.95,12921.0,United Kingdom,15.6,2011
528618,21016,LIGHT BIRD HOUSE TREE DECORATION,1,2010-10-22 17:07:00,0.85,13263.0,United Kingdom,0.85,2010
537434,22445,PENCIL CASE LIFE IS BEAUTIFUL,1,2010-12-06 16:57:00,5.91,,United Kingdom,5.91,2010
539743,22501,PICNIC BASKET WICKER LARGE,1,2010-12-21 15:20:00,21.23,,United Kingdom,21.23,2010
517817,22581,WOOD STOCKING CHRISTMAS SCANDISPOT,96,2010-08-02 12:12:00,0.72,18087.0,United Kingdom,69.12,2010
560445,21485,RETROSPOT HEART HOT WATER BOTTLE,72,2011-07-19 09:08:00,4.25,14156.0,EIRE,306.0,2011
491155,22353,LUNCHBOX WITH CUTLERY FAIRY CAKES ,1,2009-12-10 09:49:00,5.17,,United Kingdom,5.17,2009
558563,23263,SET OF 3 WOODEN HEART DECORATIONS,12,2011-06-30 13:43:00,1.25,14561.0,United Kingdom,15.0,2011
540832,21327,SKULLS WRITING SET ,4,2011-01-11 14:42:00,2.46,,United Kingdom,9.84,2011
534713,20956,PORCELAIN T-LIGHT HOLDERS ASSORTED,6,2010-11-23 17:21:00,1.25,17576.0,United Kingdom,7.5,2010
555640,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2011-06-06 13:06:00,0.65,14475.0,United Kingdom,10.4,2011
552538,22838,3 TIER CAKE TIN RED AND CREAM,1,2011-05-10 10:11:00,14.95,13692.0,United Kingdom,14.95,2011
520058,21936,RED RETROSPOT PICNIC BAG,10,2010-08-23 15:27:00,2.95,13408.0,United Kingdom,29.5,2010
546850,84992,72 SWEETHEART FAIRY CAKE CASES,1,2011-03-17 13:20:00,0.55,13268.0,United Kingdom,0.55,2011
565777,47567B,TEA TIME KITCHEN APRON,6,2011-09-06 14:53:00,5.95,12569.0,Germany,35.7,2011
504938,22296,HEART IVORY TRELLIS LARGE,12,2010-04-19 11:36:00,1.65,15321.0,United Kingdom,19.799999999999997,2010
529502,21980,PACK OF 12 RED RETROSPOT TISSUES ,2,2010-10-28 14:11:00,0.29,15167.0,United Kingdom,0.58,2010
570872,82484,WOOD BLACK BOARD ANT WHITE FINISH,1,2011-10-12 16:40:00,16.63,,United Kingdom,16.63,2011
554079,22170,PICTURE FRAME WOOD TRIPLE PORTRAIT,4,2011-05-22 11:41:00,6.75,14546.0,United Kingdom,27.0,2011
538009,48188,DOORMAT WELCOME PUPPIES,2,2010-12-09 12:17:00,7.95,14911.0,EIRE,15.9,2010
499597,84458,S/3 RABBIT FLOWER/EGG/CARROT ROPE,12,2010-03-01 12:31:00,0.85,16037.0,United Kingdom,10.2,2010
543448,22113,GREY HEART HOT WATER BOTTLE,1,2011-02-08 12:12:00,8.29,,United Kingdom,8.29,2011
518315,22194,BLACK DINER WALL CLOCK,2,2010-08-06 12:15:00,8.5,13102.0,United Kingdom,17.0,2010
567868,23515,EMBROIDERED RIBBON REEL DAISY ,6,2011-09-22 14:18:00,2.08,17603.0,United Kingdom,12.48,2011
560926,22470,HEART OF WICKER LARGE,1,2011-07-22 09:20:00,5.79,,United Kingdom,5.79,2011
519237,22055,MINI CAKE STAND  HANGING STRAWBERY,1,2010-08-15 13:26:00,1.65,13715.0,United Kingdom,1.65,2010
570197,22382,LUNCH BAG SPACEBOY DESIGN ,2,2011-10-07 15:45:00,1.65,13755.0,United Kingdom,3.3,2011
492784,22114,HOT WATER BOTTLE TEA AND SYMPATHY,2,2009-12-18 17:24:00,3.95,17841.0,United Kingdom,7.9,2009
531016,84754,S/15 SILVER GLASS BAUBLES IN BAG,4,2010-11-05 11:43:00,1.25,17790.0,United Kingdom,5.0,2010
505731,22052,VINTAGE CARAVAN GIFT WRAP,25,2010-04-25 15:09:00,0.42,16558.0,United Kingdom,10.5,2010
489679,21299,EDWARDIAN TOILET ROLL UNIT ,1,2009-12-02 10:00:00,12.75,16163.0,United Kingdom,12.75,2009
569472,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,2011-10-04 12:38:00,1.25,14515.0,United Kingdom,7.5,2011
539958,84510C,SET OF 4 POLKADOT COASTERS,2,2010-12-23 13:26:00,2.51,,United Kingdom,5.02,2010
504916,22383,LUNCH BAG SUKI  DESIGN ,1,2010-04-19 10:28:00,4.21,,United Kingdom,4.21,2010
570249,23076,ICE CREAM SUNDAE LIP GLOSS,24,2011-10-10 08:58:00,1.25,17509.0,United Kingdom,30.0,2011
553184,22196,SMALL HEART MEASURING SPOONS,5,2011-05-15 12:33:00,0.85,13232.0,United Kingdom,4.25,2011
546846,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,1,2011-03-17 12:47:00,4.95,13533.0,United Kingdom,4.95,2011
502063,21650,ASSORTED TUTTI FRUTTI BRACELET,24,2010-03-22 15:08:00,0.65,14355.0,United Kingdom,15.600000000000001,2010
545058,22998,TRAVEL CARD WALLET KEEP CALM,24,2011-02-27 13:03:00,0.42,13767.0,United Kingdom,10.08,2011
537823,21058,PARTY INVITES WOODLAND,1,2010-12-08 14:25:00,1.66,,United Kingdom,1.66,2010
522987,84792,ENCHANTED BIRD COATHANGER 5 HOOK,2,2010-09-19 14:51:00,4.65,17625.0,United Kingdom,9.3,2010
555650,22674,FRENCH TOILET SIGN BLUE METAL,12,2011-06-06 13:48:00,1.25,14156.0,EIRE,15.0,2011
525032,21745,GAOLERS KEYS DECORATIVE GARDEN ,1,2010-10-03 12:23:00,3.75,13642.0,United Kingdom,3.75,2010
581397,21123,SET/10 IVORY POLKADOT PARTY CANDLES,24,2011-12-08 13:25:00,1.25,17668.0,United Kingdom,30.0,2011
510325,22280,POCKET BAG PINK PAISELY BROWN SPOT,5,2010-05-28 12:52:00,2.1,14395.0,United Kingdom,10.5,2010
575747,23294,SET OF 6 SNACK LOAF BAKING CASES,8,2011-11-11 10:19:00,0.83,12589.0,France,6.64,2011
568947,21213,PACK OF 72 SKULL CAKE CASES,24,2011-09-29 15:04:00,0.55,14696.0,United Kingdom,13.200000000000001,2011
537212,22624,IVORY KITCHEN SCALES,2,2010-12-05 15:21:00,8.5,12720.0,Germany,17.0,2010
505884,84991,60 TEATIME FAIRY CAKE CASES,24,2010-04-26 13:54:00,0.55,14911.0,EIRE,13.200000000000001,2010
540355,22080,RIBBON REEL POLKADOTS ,1,2011-01-06 15:11:00,4.21,,United Kingdom,4.21,2011
510410,22355,CHARLOTTE BAG SUKI DESIGN,4,2010-05-28 17:25:00,1.66,,United Kingdom,6.64,2010
496374,22413,METAL SIGN TAKE IT OR LEAVE IT ,6,2010-02-01 11:37:00,2.95,13259.0,United Kingdom,17.700000000000003,2010
547358,21726,MULTI HEARTS  STICKERS,6,2011-03-22 12:25:00,0.85,15998.0,United Kingdom,5.1,2011
579777,21159,MOODY BOY  DOOR HANGER ,1,2011-11-30 15:13:00,3.29,,United Kingdom,3.29,2011
527965,22348,TEA BAG PLATE RED RETROSPOT,24,2010-10-20 09:46:00,0.85,17865.0,United Kingdom,20.4,2010
516452,71477,COLOUR GLASS. STAR T-LIGHT HOLDER,4,2010-07-20 13:17:00,3.25,13154.0,United Kingdom,13.0,2010
536865,21916,SET 12 RETRO WHITE CHALK STICKS,2,2010-12-03 11:28:00,0.81,,United Kingdom,1.62,2010
550483,22998,TRAVEL CARD WALLET KEEP CALM,5,2011-04-18 14:12:00,0.42,16033.0,United Kingdom,2.1,2011
530655,20675,BLUE POLKADOT BOWL,8,2010-11-04 09:54:00,1.25,13987.0,United Kingdom,10.0,2010
576665,21481,FAWN BLUE HOT WATER BOTTLE,3,2011-11-16 11:46:00,3.75,17841.0,United Kingdom,11.25,2011
547788,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,1,2011-03-25 12:00:00,8.29,,United Kingdom,8.29,2011
550515,22523,CHILDS GARDEN FORK PINK,2,2011-04-18 17:29:00,0.85,14502.0,United Kingdom,1.7,2011
574722,22578,WOODEN STAR CHRISTMAS SCANDINAVIAN,10,2011-11-06 14:45:00,0.29,14502.0,United Kingdom,2.9,2011
491010,21011,GLITTER SNOW PEAR TREE DECORATION,36,2009-12-08 18:07:00,0.38,15194.0,United Kingdom,13.68,2009
552905,22178,VICTORIAN GLASS HANGING T-LIGHT,12,2011-05-12 11:10:00,1.25,15974.0,United Kingdom,15.0,2011
578469,23158,SET OF 5 LUCKY CAT MAGNETS ,12,2011-11-24 12:36:00,2.08,12471.0,Germany,24.96,2011
502301,21130,COLOURFUL STANDING GNOME,12,2010-03-24 09:26:00,3.45,17082.0,United Kingdom,41.400000000000006,2010
539739,22900, SET 2 TEA TOWELS I LOVE LONDON ,1,2010-12-21 15:19:00,4.21,,United Kingdom,4.21,2010
525089,22804,CANDLEHOLDER PINK HANGING HEART,5,2010-10-03 16:05:00,2.95,13561.0,United Kingdom,14.75,2010
529161,21240,BLUE POLKADOT CUP,16,2010-10-26 17:23:00,0.85,15390.0,Canada,13.6,2010
495953,21871,SAVE THE PLANET MUG,1,2010-01-27 17:56:00,3.36,,United Kingdom,3.36,2010
506434,22209,WOOD STAMP SET HAPPY BIRTHDAY,1,2010-04-29 15:34:00,1.65,13173.0,United Kingdom,1.65,2010
570000,22509,SEWING BOX RETROSPOT DESIGN ,2,2011-10-07 08:55:00,16.95,12420.0,Cyprus,33.9,2011
510997,20713,JUMBO BAG OWLS,10,2010-06-04 14:32:00,1.95,13564.0,United Kingdom,19.5,2010
549927,21535,RED RETROSPOT SMALL MILK JUG,60,2011-04-13 10:19:00,2.1,16684.0,United Kingdom,126.0,2011
537609,21754,HOME BUILDING BLOCK WORD,12,2010-12-07 13:22:00,5.95,17675.0,United Kingdom,71.4,2010
520728,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,2010-08-29 15:47:00,1.95,18226.0,United Kingdom,39.0,2010
522116,22866,HAND WARMER SCOTTY DOG DESIGN,6,2010-09-12 16:08:00,2.1,17921.0,United Kingdom,12.600000000000001,2010
566221,22348,TEA BAG PLATE RED RETROSPOT,1,2011-09-09 16:13:00,1.63,,United Kingdom,1.63,2011
560772,22182,CAKE STAND VICTORIAN FILIGREE SMALL,1,2011-07-20 16:12:00,4.13,,United Kingdom,4.13,2011
535241,22142,CHRISTMAS CRAFT WHITE FAIRY ,2,2010-11-25 12:34:00,1.45,16515.0,United Kingdom,2.9,2010
504114,47566,PARTY BUNTING,1,2010-04-09 15:00:00,8.47,,United Kingdom,8.47,2010
578265,23494,VINTAGE DOILY DELUXE SEWING KIT ,3,2011-11-23 13:28:00,5.95,13018.0,United Kingdom,17.85,2011
524963,21818,GLITTER CHRISTMAS HEART ,12,2010-10-01 13:50:00,0.85,17706.0,United Kingdom,10.2,2010
544599,22814,CARD PARTY GAMES ,1,2011-02-21 18:15:00,0.83,,United Kingdom,0.83,2011
524750,85178,VICTORIAN SEWING KIT,12,2010-09-30 15:12:00,1.25,12963.0,United Kingdom,15.0,2010
493398,21157,RED SPOTTY WASHBAG,2,2009-12-23 14:19:00,2.1,12835.0,United Kingdom,4.2,2009
505206,82582,AREA PATROLLED METAL SIGN,12,2010-04-20 16:46:00,2.1,13078.0,United Kingdom,25.200000000000003,2010
511375,84327A,PINK JUMPER LARRY THE LAMB,48,2010-06-08 11:28:00,1.69,16843.0,United Kingdom,81.12,2010
546891,22356,CHARLOTTE BAG PINK POLKADOT,1,2011-03-17 18:18:00,1.63,,United Kingdom,1.63,2011
566571,22844,VINTAGE CREAM DOG FOOD CONTAINER,2,2011-09-13 12:49:00,8.5,17037.0,United Kingdom,17.0,2011
575138,21894,POTTING SHED SEED ENVELOPES,1,2011-11-08 15:24:00,2.46,,United Kingdom,2.46,2011
565674,23425,STORAGE TIN HOME SWEET HOME,6,2011-09-06 09:49:00,2.49,15271.0,United Kingdom,14.940000000000001,2011
529621,22625,RED KITCHEN SCALES,1,2010-10-29 11:39:00,8.5,15570.0,United Kingdom,8.5,2010
573745,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,2011-11-01 08:53:00,3.25,17419.0,United Kingdom,19.5,2011
536266,20972,PINK CREAM FELT CRAFT TRINKET BOX ,24,2010-11-30 15:55:00,1.25,17170.0,United Kingdom,30.0,2010
551145,22499,WOODEN UNION JACK BUNTING,9,2011-04-26 13:37:00,5.95,16168.0,United Kingdom,53.550000000000004,2011
490149,21412,VINTAGE GOLD TINSEL REEL,3,2009-12-04 09:43:00,4.3,,United Kingdom,12.899999999999999,2009
514728,21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2,2010-07-06 09:51:00,2.51,,United Kingdom,5.02,2010
517719,22563,HAPPY STENCIL CRAFT,1,2010-08-01 12:02:00,1.25,17931.0,United Kingdom,1.25,2010
508203,22550,HOLIDAY FUN LUDO,4,2010-05-13 14:31:00,3.75,16807.0,United Kingdom,15.0,2010
578370,23308,SET OF 60 VINTAGE LEAF CAKE CASES ,1,2011-11-24 11:11:00,0.55,17346.0,United Kingdom,0.55,2011
514514,22147,FELTCRAFT BUTTERFLY HEARTS,2,2010-07-04 13:59:00,1.45,15976.0,United Kingdom,2.9,2010
534289,22110,BIRD HOUSE HOT WATER BOTTLE,2,2010-11-22 11:25:00,7.62,,United Kingdom,15.24,2010
502827,20971,PINK BLUE FELT CRAFT TRINKET BOX,12,2010-03-28 11:45:00,1.25,15289.0,United Kingdom,15.0,2010
559497,21929,JUMBO BAG PINK VINTAGE PAISLEY,1,2011-07-08 13:54:00,4.13,,United Kingdom,4.13,2011
555343,21558,SKULL LUNCH BOX WITH CUTLERY ,4,2011-06-02 11:42:00,2.55,15918.0,United Kingdom,10.2,2011
531894,22699,ROSES REGENCY TEACUP AND SAUCER ,6,2010-11-10 12:01:00,2.95,13767.0,United Kingdom,17.700000000000003,2010
529366,22366,DOORMAT AIRMAIL ,1,2010-10-28 10:00:00,14.43,,United Kingdom,14.43,2010
519358,48116,DOORMAT MULTICOLOUR STRIPE,1,2010-08-16 12:36:00,14.43,,United Kingdom,14.43,2010
516287,21136,PAINTED METAL PEARS ASSORTED,24,2010-07-19 12:53:00,1.69,13081.0,United Kingdom,40.56,2010
516466,22469,HEART OF WICKER SMALL,4,2010-07-20 14:50:00,1.65,17578.0,United Kingdom,6.6,2010
563613,23245,SET OF 3 REGENCY CAKE TINS,12,2011-08-18 08:49:00,4.95,12688.0,Israel,59.400000000000006,2011
533278,20941,FROG CANDLE,2,2010-11-16 15:24:00,1.25,13439.0,United Kingdom,2.5,2010
547656,21175,GIN + TONIC DIET METAL SIGN,4,2011-03-24 12:53:00,2.55,13263.0,United Kingdom,10.2,2011
536036,22386,JUMBO BAG PINK POLKADOT,30,2010-11-29 17:00:00,1.95,15950.0,United Kingdom,58.5,2010
561911,22791,T-LIGHT GLASS FLUTED ANTIQUE,12,2011-08-01 10:26:00,1.25,12534.0,Germany,15.0,2011
512259,22383,LUNCH BAG SUKI  DESIGN ,4,2010-06-14 13:03:00,1.65,17059.0,United Kingdom,6.6,2010
576300,15056N,EDWARDIAN PARASOL NATURAL,2,2011-11-14 14:39:00,5.95,15058.0,United Kingdom,11.9,2011
546638,72760B,VINTAGE CREAM 3 BASKET CAKE STAND,2,2011-03-15 12:52:00,9.95,15106.0,United Kingdom,19.9,2011
552326,21537,RED RETROSPOT PUDDING BOWL,4,2011-05-09 10:02:00,4.25,15596.0,United Kingdom,17.0,2011
572183,21232,STRAWBERRY CERAMIC TRINKET BOX,72,2011-10-21 10:50:00,1.06,16153.0,United Kingdom,76.32000000000001,2011
491966,79323W, WHITE CHERRY LIGHTS,2,2009-12-14 17:16:00,13.87,,United Kingdom,27.74,2009
545036,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,2011-02-25 17:25:00,8.5,14573.0,United Kingdom,8.5,2011
511638,20723,STRAWBERRY CHARLOTTE BAG,6,2010-06-09 13:08:00,0.85,17346.0,United Kingdom,5.1,2010
568061,21915,RED  HARMONICA IN BOX ,1,2011-09-23 13:12:00,1.25,16910.0,United Kingdom,1.25,2011
517635,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,1,2010-07-30 12:46:00,16.98,,United Kingdom,16.98,2010
530426,22943,CHRISTMAS LIGHTS 10 VINTAGE BAUBLES,3,2010-11-03 10:20:00,4.95,14911.0,EIRE,14.850000000000001,2010
548612,22416,SET OF 36 DOILIES SPACEBOY DESIGN ,2,2011-04-01 11:34:00,1.45,13137.0,United Kingdom,2.9,2011
572227,23543,WALL ART KEEP CALM ,1,2011-10-21 14:01:00,8.25,15051.0,United Kingdom,8.25,2011
547623,22779,WOODEN OWLS LIGHT GARLAND ,4,2011-03-24 11:29:00,4.25,15641.0,United Kingdom,17.0,2011
546977,20713,JUMBO BAG OWLS,1,2011-03-18 12:08:00,4.13,,United Kingdom,4.13,2011
558999,22139,RETROSPOT TEA SET CERAMIC 11 PC ,24,2011-07-05 12:15:00,4.95,15806.0,United Kingdom,118.80000000000001,2011
503106,85099F,JUMBO BAG STRAWBERRY,20,2010-03-30 11:36:00,1.95,12990.0,United Kingdom,39.0,2010
541244,72351B,SET/6 PINK  BUTTERFLY T-LIGHTS,2,2011-01-16 12:35:00,2.1,15535.0,United Kingdom,4.2,2011
525951,21927,BLUE/CREAM STRIPE CUSHION COVER ,1,2010-10-07 18:48:00,1.25,14998.0,United Kingdom,1.25,2010
548739,21528,DAIRY MAID TRADITIONAL TEAPOT ,1,2011-04-04 11:28:00,6.95,15493.0,United Kingdom,6.95,2011
533156,21497,FANCY FONTS BIRTHDAY WRAP,25,2010-11-16 14:02:00,0.42,15434.0,United Kingdom,10.5,2010
